"course_avg","school","class","gender","ethnicity","parent","grand","hrs_work","emp_on","emp_off","tx_birth","tx_hs","version","must"
78.1,"UNTB","SO","1","Other","Y","Other","0","N","N","Y","Y","v78",7
89.6,"UNTB","FR","1","Hisp","Y","Y","0","N","N","Y","Y","v87",13
61.6,"UNTB","SO","0","Mixed","Y","Y","0","N","N","Y","Y","v87",2
85.3,"UNTB","SR","0","White","Y","N","0","N","N","Y","N","v78",10
82.9,"UNTB","SO","1","White","Y","Other","0","N","N","Y","Y","v78",7
62.5,"UNTB","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",11
83.6,"UNTB","FR","0","White","Y","Y","20-29","Y","N","Y","Y","v87",8
73.4,"UNTB","FR","0","Black","N","N","11-19","Y","N","Y","Y","v78",1
70.8,"UNTB","SO","1","White","Y","Other","30-39","N","Y","Y","Y","v87",12
58.9,"UNTB","SR","1","White","N","N","40+","N","Y","N","N","v87",7
47.1,"UNTB","SO","0","Other","Y","Other","0","N","N","Y","Y","v87",10
36.1,"UNTB","FR","0","Hisp","N","N","20-29","N","Y","Y","Y","v78",2
58.6,"UNTB","SO","1","Hisp","N","N","40+","N","Y","Y","Y","v87",10
86.2,"UNTW","SO","0","Asian","Y","N","20-29","N","Y","Y","Y","v78",6
69.2,"UNTW","FR","0","Other","Y","Y","0","N","N","Y","Y","v78",5
72,"UNTW","SO","1","White","Y","N","0","N","N","Y","Y","v78",7
81.7,"UNTW","FR","1","Black","N","N","0","N","N","Y","Y","v78",12
57.4,"UNTW","FR","0","White","Y","Other","0","N","N","Y","Y","v87",4
75.3,"UNTW","FR","1","Hisp","Y","Other","0","N","N","Y","Y","v78",5
80.9,"UNTW","FR","0","Asian","Y","N","0","N","N","Y","Y","v87",5
83.8,"UNTW","SO","0","White","Y","N","0","N","N","Y","Y","v78",1
91.5,"UNTW","SO","1","White","N","N","0","N","N","N","Y","v78",4
51.3,"UNTW","SO","1","Mixed","N","Y","20-29","N","Y","Y","Y","v78",6
65,"UNTW","FR","0","Hisp","N","N","0","Y","N","Y","Y","v87",8
85.5,"UNTW","FR","1","Black","N","Y","0","N","N","Y","Y","v87",8
87.8,"UNTW","SO","0","White","N","N","11-19","N","Y","Y","Y","v87",6
82.2,"UNTW","SO","1","White","Y","N","20-29","N","Y","Y","Y","v87",12
69.8,"UNTW","FR","0","Mixed","Y","N","11-19","Y","Y","Y","Y","v87",3
79.3,"UNTW","JR","1","White","Y","N","30-39","N","Y","Y","Y","v78",10
75.7,"UNTW","FR","0","Hisp","Y","N","0","N","N","Y","Y","v87",5
56.8,"UNTW","SO","1","Hisp","N","N","0","N","N","Y","Y","v78",9
74.1,"UNTW","FR","0","Asian","N","N","11-19","N","Y","Y","Y","v87",2
80.8,"UNTW","FR","0","Mixed","Y","N","11-19","N","Y","Y","Y","v78",12
78.4,"UNTW","JR","1","Hisp","N","N","20-29","Y","N","Y","Y","v87",15
88.8,"UNTW","SO","1","White","Y","N","0","N","N","Y","Y","v78",14
49.9,"UNTW","FR","0","Mixed","N","N","20-29","N","Y","Y","Y","v87",1
35.7,"UNTW","FR","1","White","Y","Other","0","N","N","Y","Y","v78",7
100.4,"UNTW","SO","1","Mixed","Y","Other","0","N","N","Y","Y","v78",19
61.9,"UNTW","SO","0","White","Y","Y","0","N","N","Y","Y","v78",9
91,"UNTW","SO","1","White","Other","Other","0","N","N","N","Y","v87",5
85,"UNTW","FR","1","Asian","N","N","1-10","N","N","Y","N","v87",15
89.1,"UNTW","FR","0","Black","Y","Y","0","N","N","Y","Y","v87",8
84.8,"UNTW","JR","missing","Hisp","N","N","0","N","Y","Y","Y","v78",5
62.5,"UNTW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",10
94.2,"UNTW","FR","0","Black","Y","Other","0","N","N","Y","Y","v78",17
87,"UNTW","FR","1","Hisp","Y","Other","11-19","N","N","Y","Y","v78",6
77.6,"UNTW","SO","0","Mixed","Y","N","0","N","N","Y","Y","v78",12
87.6,"UNTW","SO","0","White","Y","Other","11-19","Y","N","Y","Y","v87",13
96.3,"UNTW","SO","0","Hisp","Y","N","0","N","N","Y","Y","v78",17
85.1,"UNTW","SO","0","Black","N","Other","1-10","N","Y","Y","Y","v78",2
71.2,"UNTW","JR","1","White","Y","Y","11-19","N","Y","Y","Y","v87",16
95.6,"UNTW","FR","0","White","Y","Y","0","N","N","Y","Y","v87",13
74.1,"UNTW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",6
46.9,"UNTW","FR","1","Black","N","N","0","N","N","Y","Y","v87",5
76.5,"UNTW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",5
74.2,"UNTW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",12
95,"UNTW","SO","1","Hisp","Y","Y","0","N","N","Y","N","v87",8
68.7,"UNTW","SO","0","White","N","Other","0","N","N","Y","Y","v87",3
74.9,"UNTW","FR","1","Hisp","N","N","11-19","N","Y","N","Y","v87",9
80.5,"UNTW","JR","0","White","N","N","0","N","N","Y","Y","v87",6
89.3,"UNTW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",17
89.1,"UNTW","SO","0","Hisp","Y","Y","0","N","N","Y","Y","v87",4
98,"UNTW","SO","0","Hisp","Y","Y","0","N","N","Y","Y","v87",14
47.9,"UNTW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",5
69,"UNTW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",13
79.8,"UNTW","FR","0","Other","Y","Y","0","N","N","Y","Y","v87",3
83.4,"UNTW","FR","1","Black","Y","Y","0","N","N","Y","Y","v87",9
42.6,"UNTW","FR","0","White","Y","N","11-19","N","Y","Y","Y","v87",2
83.1,"UNTW","SO","1","White","N","Y","0","N","N","Y","Y","v87",13
59.5,"UNTW","SO","1","White","Y","N","20-29","N","Y","Y","Y","v78",1
65.4,"UNTW","FR","0","Asian","N","N","11-19","N","Y","Y","Y","v78",8
62.3,"UNTW","SO","1","Asian","N","N","20-29","N","Y","Y","Y","v87",2
79.7,"UNTW","FR","0","Asian","Y","N","0","N","N","Y","Y","v78",7
64.4,"UNTW","FR","0","Asian","Y","Other","0","N","N","Y","Y","v78",8
87.3,"UNTW","SO","1","Hisp","N","N","0","N","N","N","Y","v87",18
81.9,"UNTW","SO","0","Mixed","Y","Other","0","N","N","Y","Y","v87",5
95.1,"UNTW","FR","0","White","N","N","0","N","N","Y","Y","v78",12
52.3,"UNTW","SO","0","Black","Y","Other","0","N","N","Y","Y","v78",2
68.2,"UNTW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",9
62.7,"UNTW","SO","1","White","N","N","40+","N","Y","Y","Y","v87",10
71.2,"UNTW","SO","0","Asian","Other","Other","20-29","N","Y","Y","Y","v78",14
81.1,"UNTW","SO","1","Hisp","Y","Y","0","N","N","Y","Y","v78",3
85.4,"UNTW","FR","0","Hisp","N","N","0","N","N","Y","N","v78",8
95.3,"UNTW","FR","1","Asian","N","Other","11-19","N","N","Y","Y","v87",12
76.8,"UNTW","JR","1","Hisp","N","N","0","N","N","Y","Y","v78",9
89.7,"UNTW","JR","1","Mixed","Y","N","20-29","N","Y","N","Y","v87",5
90.4,"UNTW","SR","0","White","Y","Y","1-10","N","Y","Y","Y","v78",14
47.7,"UNTW","FR","1","White","N","N","11-19","N","Y","Y","Y","v78",4
74.9,"UNTW","FR","0","Mixed","N","Other","0","N","N","Y","Y","v87",5
60.1,"UNTW","JR","0","Hisp","N","N","20-29","N","Y","Y","Y","v78",19
86.3,"UNTW","SR","1","Mixed","Y","N","0","N","N","Y","Y","v87",5
91.2,"UNTW","SO","1","White","Y","Other","11-19","Y","N","Y","Y","v87",11
60.7,"UNTW","FR","0","Hisp","N","N","1-10","N","Y","Y","Y","v78",6
57.3,"UNTW","SO","1","Hisp","Y","N","0","N","N","Y","Y","v78",7
83.5,"UNTW","FR","0","Asian","Y","N","11-19","N","Y","Y","Y","v78",9
61.6,"UNTW","FR","0","Hisp","Y","N","0","N","N","Y","Y","v87",6
87.6,"UNTW","FR","0","White","Y","Other","0","N","N","N","Y","v78",6
78,"UNTW","JR","1","Hisp","N","N","0","N","N","Y","Y","v87",7
91.6,"UNTW","FR","0","Asian","N","N","0","N","N","Y","Y","v87",7
73.4,"UNTW","FR","0","Mixed","N","N","0","N","N","Y","Y","v87",2
84.4,"UNTW","FR","1","Asian","N","N","0","N","N","Y","Y","v87",5
96.8,"UNTW","SO","0","Asian","Y","N","11-19","N","Y","Y","Y","v78",13
64.7,"UNTW","JR","0","Black","N","N","20-29","Y","N","Y","Y","v78",4
58.6,"UNTW","FR","0","Hisp","Y","N","0","N","N","Y","Y","v87",1
60.7,"UNTW","FR","1","Mixed","N","N","0","N","N","Y","Y","v78",4
76.4,"UNTW","FR","1","Mixed","Y","Y","0","N","N","Y","Y","v78",5
67.4,"UNTW","SO","1","Hisp","Y","N","11-19","N","Y","Y","Y","v78",2
70.5,"UNTW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",11
68.3,"UNTW","FR","0","Other","Y","N","0","N","N","Y","Y","v78",6
86.7,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",8
94.5,"UTXW","FR","0","White","Y","Y","0","N","N","Y","N","v87",7
97.8,"UTXW","FR","1","Hisp","Y","N","0","N","N","Y","Y","v87",11
91.2,"UTXW","FR","0","Mixed","N","N","0","N","N","Y","Y","v78",16
78.8,"UTXW","FR","0","Mixed","Y","Y","0","N","N","Y","N","v87",11
91.9,"UTXW","FR","0","Black","Y","Y","11-19","N","Y","Y","Y","v78",19
73.3,"UTXW","FR","0","Black","N","Y","0","N","N","Y","Y","v87",9
93.6,"UTXW","FR","1","Hisp","Y","Other","0","N","N","Y","Y","v87",9
89.7,"UTXW","FR","0","Mixed","N","N","0","N","N","Y","Y","v78",8
87.5,"UTXW","FR","0","Black","N","N","0","N","N","Y","Y","v78",12
87.9,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",9
96.9,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",12
74.7,"UTXW","FR","1","White","Y","Y","0","N","N","Y","N","v78",10
84.5,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",10
73.8,"UTXW","FR","0","Asian","Other","Other","0","N","N","Y","Y","v78",8
71.1,"UTXW","FR","0","Hisp","Y","Y","0","N","N","Y","Y","v78",6
91.1,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",20
87.6,"UTXW","FR","0","Black","Y","Other","0","N","N","Y","Y","v87",9
81.3,"UTXW","FR","1","White","Y","N","0","N","N","Y","Y","v78",9
83.5,"UTXW","FR","0","Hisp","Y","N","1-10","N","Y","Y","Y","v78",11
95.7,"UTXW","FR","1","Hisp","Other","N","0","N","N","Y","N","v78",16
104.7,"UTXW","FR","1","Mixed","Y","N","0","N","N","Y","N","v87",17
86.5,"UTXW","FR","1","White","N","Y","20-29","N","Y","Y","N","v78",14
96.2,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",16
67,"UTXW","FR","0","Hisp","N","N","20-29","N","Y","Y","Y","v78",7
85,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",15
73.9,"UTXW","FR","0","Hisp","Y","N","0","N","N","Y","Y","v87",12
96.1,"UTXW","FR","0","White","Y","Other","1-10","Y","N","Y","Y","v87",11
93.1,"UTXW","FR","0","Black","Y","Y","0","N","N","Y","Y","v78",3
71.9,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v78",4
82.1,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",18
92.7,"UTXW","SO","1","Hisp","Y","Y","1-10","Y","N","Y","Y","v78",7
84.7,"UTXW","FR","0","Other","Y","Other","0","N","N","Y","Y","v78",12
80.8,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",12
82.2,"UTXW","FR","1","White","Y","N","1-10","N","Y","Y","Y","v78",17
85,"UTXW","FR","1","Asian","N","N","0","N","N","Y","Y","v78",13
81.3,"UTXW","FR","0","Asian","N","N","0","N","N","Y","Y","v87",13
91.8,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v87",10
69.4,"UTXW","FR","1","Hisp","Y","N","0","N","N","Y","Y","v87",9
72.9,"UTXW","FR","1","Hisp","N","N","20-29","N","Y","Y","Y","v78",10
64.7,"UTXW","FR","0","Black","Y","Other","1-10","Y","N","Y","Y","v78",3
92.3,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v87",15
75.4,"UTXW","FR","1","Hisp","N","N","1-10","N","Y","Y","Y","v87",11
79.9,"UTXW","FR","0","Black","Y","Y","0","N","N","Y","Y","v87",4
94.3,"UTXW","FR","0","Hisp","Y","Other","0","N","N","Y","Y","v78",16
68.1,"UTXW","FR","1","Black","N","N","20-29","Y","N","Y","Y","v78",7
81.6,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",12
98.9,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",18
93.4,"UTXW","FR","0","Hisp","Y","Other","0","N","N","Y","Y","v87",12
82.5,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",16
79.3,"UTXW","FR","0","White","Y","Y","0","N","N","Y","N","v78",7
94.1,"UTXW","FR","0","Hisp","Y","N","0","N","N","Y","Y","v87",12
85.3,"UTXW","FR","0","Asian","Y","Other","0","N","N","Y","N","v87",19
99.1,"UTXW","FR","0","White","Y","N","0","N","N","Y","Y","v78",9
80.6,"UTXW","FR","1","Mixed","Y","Y","0","N","N","Y","N","v87",13
72.7,"UTXW","FR","0","Black","Y","N","11-19","N","Y","Y","Y","v78",9
78.6,"UTXW","FR","1","Black","Y","N","11-19","Y","N","Y","Y","v87",13
94.1,"UTXW","FR","0","Hisp","Y","Y","0","N","N","Y","Y","v87",17
77.7,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",11
70.6,"UTXW","FR","0","Hisp","Y","Y","0","N","N","Y","Y","v78",7
85.8,"UTXW","FR","0","Hisp","Y","Other","1-10","N","Y","Y","Y","v87",11
85.3,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",8
95.4,"UTXW","FR","0","Asian","N","N","0","N","N","Y","Y","v87",10
75.1,"UTXW","FR","0","Asian","N","N","11-19","Y","N","Y","Y","v87",15
95.7,"UTXW","FR","0","Mixed","Y","Other","0","N","N","Y","Y","v87",14
96.2,"UTXW","FR","0","Mixed","Y","Y","0","N","N","Y","Y","v87",13
102.4,"UTXW","FR","1","Black","Y","N","1-10","Y","N","Y","Y","v78",16
81,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",13
90.4,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",12
98.9,"UTXW","FR","0","Hisp","N","N","1-10","N","Y","Y","Y","v87",8
84.9,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",12
71.9,"UTXW","FR","1","Hisp","Y","Y","0","N","N","Y","Y","v87",2
95.2,"UTXW","FR","0","Hisp","Y","N","0","N","N","Y","Y","v78",19
71.9,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",4
74.5,"UTXW","FR","0","Asian","Y","N","0","N","N","Y","Y","v78",9
73.8,"UTXW","FR","1","White","N","Y","0","N","N","Y","Y","v78",9
84.1,"UTXW","FR","0","White","N","N","0","N","N","Y","Y","v78",7
82.5,"UTXW","FR","0","White","Y","N","0","N","N","Y","Y","v78",6
102.1,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v78",16
92.7,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",12
85.1,"UTXW","FR","0","Black","Other","N","0","N","N","Y","Y","v78",10
89.5,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",10
80.9,"UTXW","FR","0","Asian","Y","N","11-19","Y","N","Y","N","v87",16
75.3,"UTXW","FR","0","White","N","N","0","N","N","Y","Y","v87",16
89.5,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v87",6
95.1,"UTXW","FR","1","Hisp","Y","N","0","N","N","Y","Y","v78",9
90.5,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v87",6
94.4,"UTXW","FR","1","Other","N","N","1-10","N","Y","Y","Y","v78",12
97.6,"UTXW","FR","0","Asian","N","N","0","N","N","Y","Y","v87",11
96,"UTXW","FR","0","Asian","N","N","0","N","N","Y","Y","v87",15
78.4,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",8
97.1,"UTXW","FR","0","Hisp","Y","Y","0","N","N","Y","Y","v87",9
91.4,"UTXW","FR","0","Mixed","N","Other","0","N","N","Y","Y","v78",13
92.1,"UTXW","FR","0","Hisp","Y","N","0","N","N","Y","Y","v78",14
74.5,"UTXW","FR","0","Hisp","Y","Y","0","N","N","Y","Y","v78",11
75.2,"UTXW","FR","0","Hisp","Y","N","0","N","N","Y","Y","v78",11
96,"UTXW","FR","0","Hisp","N","N","11-19","Y","N","Y","Y","v78",15
92.8,"UTXW","FR","0","Hisp","Y","N","0","N","N","Y","Y","v87",15
87.1,"UTXW","SO","0","Hisp","N","N","0","N","N","Y","Y","v87",11
94.8,"UTXW","FR","1","Hisp","Y","N","0","N","N","Y","Y","v87",6
103.1,"UTXW","FR","0","Mixed","Y","Y","0","N","N","Y","Y","v87",15
63.2,"UTXW","SO","1","Hisp","N","N","0","N","N","Y","Y","v87",12
90.8,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",14
80.9,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v87",10
99.9,"UTXW","FR","1","Asian","Y","N","0","N","N","Y","Y","v78",13
87.6,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",13
101.4,"UTXW","FR","1","White","Y","Y","0","N","N","Y","Y","v87",12
92.6,"UTXW","FR","1","White","Y","Y","0","N","N","Y","Y","v78",20
80.9,"UTXW","FR","0","Asian","N","N","0","N","N","Y","Y","v78",1
100.7,"UTXW","FR","0","Mixed","Y","Y","0","N","N","Y","Y","v87",13
85.5,"UTXW","FR","0","White","N","N","0","N","N","Y","Y","v78",6
96.8,"UTXW","FR","1","White","Y","Y","0","N","N","Y","Y","v87",16
60,"UTXW","FR","0","Asian","N","N","0","N","N","Y","Y","v78",10
93.9,"UTXW","FR","0","Other","Y","N","11-19","N","Y","Y","Y","v87",13
87.4,"UTXW","FR","0","White","Y","N","20-29","N","Y","Y","Y","v87",14
84.6,"UTXW","FR","1","White","Y","N","0","N","N","Y","Y","v87",13
72,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",12
92.5,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",9
72.5,"UTXW","FR","0","Hisp","Y","Y","0","N","N","Y","Y","v78",8
82.4,"UTXW","FR","1","Hisp","N","N","30-39","N","Y","Y","Y","v87",12
74.5,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",10
90.2,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",2
89.7,"UTXW","FR","1","Hisp","Y","N","0","N","N","Y","Y","v87",8
98.7,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",11
80,"UTXW","FR","1","Hisp","Y","N","0","N","N","Y","Y","v78",9
96.1,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",11
78.1,"UTXW","FR","1","Asian","N","N","0","N","N","Y","Y","v78",11
84.4,"UTXW","FR","1","Hisp","Y","Y","0","N","N","Y","Y","v78",10
76.3,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",11
100.7,"UTXW","FR","0","Asian","Y","N","1-10","Y","N","Y","Y","v78",16
96.8,"UTXW","FR","0","Asian","Y","N","0","N","N","Y","Y","v78",12
92.8,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v87",17
76,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",6
92.7,"UTXW","FR","1","White","N","N","0","N","N","Y","Y","v78",14
91.3,"UTXW","FR","0","White","N","N","0","N","N","Y","Y","v78",12
94.3,"UTXW","FR","1","Hisp","Y","N","1-10","N","Y","Y","Y","v78",14
84.3,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",5
81.3,"UTXW","FR","0","Hisp","N","N","11-19","Y","N","Y","Y","v87",16
102.8,"UTXW","FR","1","White","Y","Y","0","N","N","Y","Y","v87",10
86.6,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",14
68.4,"UTXW","FR","0","Hisp","Y","Y","11-19","Y","N","Y","Y","v87",10
74,"UTXW","FR","1","White","Y","Y","0","N","N","Y","N","v78",12
101.2,"UTXW","FR","0","White","N","Y","0","N","N","Y","Y","v78",10
85.7,"UTXW","FR","0","Other","Y","Y","0","N","N","Y","Y","v87",11
66.8,"UTXW","FR","1","Hisp","N","N","11-19","N","Y","Y","Y","v87",17
99.6,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",19
72.8,"UTXW","FR","0","Hisp","N","N","20-29","N","Y","Y","Y","v78",11
104,"UTXW","FR","0","Mixed","N","N","0","N","N","Y","Y","v78",17
56.6,"UTXW","FR","0","Other","Y","Y","0","N","N","Y","Y","v78",3
82.6,"UTXW","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",8
76.6,"UTXW","FR","0","White","Y","Y","0","N","N","Y","Y","v78",17
91,"UTXW","FR","0","Asian","N","N","1-10","Y","N","Y","Y","v78",5
83.5,"UTXW","FR","1","Hisp","N","Other","0","N","N","Y","Y","v87",12
65.2,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",2
98,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",19
69.1,"UTXW","FR","1","Hisp","N","N","11-19","Y","N","Y","Y","v78",11
73.2,"UTXW","FR","1","Hisp","N","N","11-19","Y","N","Y","Y","v87",8
76,"UTXW","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",12
95.7,"UTXW","FR","1","Black","Y","N","0","N","N","Y","Y","v87",11
70.9,"UTXW","FR","0","Black","N","N","11-19","N","Y","Y","Y","v87",12
87.3,"UTXW","FR","0","Other","Y","N","0","N","N","Y","Y","v87",14
