school,letter,course,class,gender,ethnic,major,tx_hs,grands,parents,emp_on,emp_off,version,MQ1,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ10,MQ11,MQ12,MQ13,MQ14,MQ15,MQ16,MQ17,MQ18,MQ19,MQ20,must
ACUP,A,95.5,FR,0,White,b,Y,DK,Y,N,N,78,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,7
ACUP,B,81.9,SR,0,Black,b,N,N,N,N,N,87,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
ACUP,D,61.3,SO,0,White,b,Y,DK,Y,N,N,78,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,7
ACUP,A,95.3,FR,1,Am Indian,b,Y,Y,Y,N,N,78,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,7
TAMSA,B,81,PB,0,Hisp,a. Sci,Y,N,Y,N,Y,87,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,7
TAMSA,D,68.1,SO,0,Hisp,,,N,,N,N,87,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
TAMSA,F,56.4,SO,0,Hisp,a. Sci,Y,N,N,N,N,87,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,7
TAMSA,D,66.6,JR,1,White,a. Sci,Y,N,Y,N,N,78,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7
TAMSA,C,76,JR,0,Hisp,a. Sci,Y,N,Y,N,Y,87,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,7
TAMU,F,57.2,FR,0,White,b,Y,DK,Y,N,Y,78,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,7
TAMU,C,68.9,FR,0,Black,,Y,Y,Y,N,N,87,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7
TAMU,A,92.6,FR,0,White,b,Y,Y,Y,N,N,78,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,7
TAMU,D,65.5,FR,0,Mixed,b,Y,N,N,N,N,78,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7
TAMU,D,59,FR,,Hisp,b,Y,N,Y,N,N,78,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7
TAMU,D,60.6,FR,0,White,a. Eng,Y,Y,Y,N,N,87,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,7
TAMU,D,64.8,FR,0,Hisp,b,Y,DK,DK,N,N,87,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7
TAMU,C,75,FR,0,Black,b,Y,N,N,N,Y,87,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7
TAMU,A,90.6,JR,0,White,c,Y,Y,Y,N,N,78,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,7
TAMU,B,80.7,FR,0,White,b,Y,Y,Y,N,N,78,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,7
TAMU,C,75.3,FR,1,White,a. Sci,Y,N,Y,N,Y,78,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,7
TAMU,C,72.9,FR,1,Hisp,b,Y,N,N,N,N,87,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,7
TAMU,B,82.6,FR,0,White,b,Y,N,Y,N,N,78,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7
TAMU,C,71.3,FR,0,White,a. Sci,N,Y,Y,N,N,87,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
TAMU,F,50.8,FR,1,"White,Hisp",b,Y,Y,Y,N,N,87,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7
TAMU,F,56.5,SO,0,Black,b,Y,N,Y,N,N,87,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7
TAMU,B,88.5,FR,0,White,b,Y,DK,Y,N,N,78,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7
TAMU,F,44.9,FR,1,White,a. Sci,Y,N,,N,Y,78,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7
TAMU,C,68.6,FR,0,White,b,Y,Y,Y,N,N,87,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7
TAMU,B,84.4,JR,0,White,b,Y,Y,Y,Y,N,78,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7
TAMU,B,87,SO,0,Hisp,b,Y,N,N,N,N,78,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7
TAMU,B,83.2,JR,0,White,b,Y,Y,Y,Y,N,78,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7
TAMU,C,77.7,JR,0,White,a. Sci,Y,Y,Y,Y,N,87,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7
TAMU,C,71.7,FR,0,White,a. Sci,Y,Y,Y,N,N,87,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,7
TAMU,C,69.2,FR,1,White,a. Sci,Y,Y,Y,Y,N,78,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,7
TAMU,C,76.6,SO,0,Hisp,b,Y,N,Y,N,N,87,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7
TAMU,D,67.3,FR,0,Hisp,b,Y,Y,Y,N,N,87,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7
TAMU,C,73.6,FR,0,White,b,Y,N,Y,N,N,78,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7
TSU,C,78.4,FR,0,Mixed,b,Y,DK,Y,N,Y,87,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,7
TSU,C,72.3,SO,0,Hisp,b,Y,N,N,N,N,78,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7
TSU,A,88.6,FR,0,Hisp,b,Y,DK,Y,N,N,87,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,7
TSU,W,NA,JR,1,Hisp,a. Sci,Y,N,N,N,Y,87,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,7
TSU,A,89.2,FR,0,"White,Asian",b,Y,Y,Y,N,N,87,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,7
TSU,C,75,FR,0,White,b,Y,Y,Y,N,N,87,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,7
UNT,D,68.6,FR,0,Hisp,b,Y,N,Y,N,N,87,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7
UNT,C,75.4,JR,1,"White,Hisp",a. Eng,Y,N,Y,N,Y,87,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7
UNT,W,NA,JR,1,Black,b,Y,N,Y,N,Y,87,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,7
UNT,B,79.9,FR,0,White,a. Sci,Y,N,N,N,N,87,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,7
UNT,C,71.4,FR,0,Asian,a. Sci,Y,N,Y,Y,N,87,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,7
UNT,W,NA,SR,0,White,a. Sci,Y,N,Y,N,Y,78,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,7
UNT,F,NA,FR,0,"Black,Hisp",b,Y,Y,Y,N,Y,87,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7
UNT,C,71.5,FR,1,"White,Hisp",b,Y,N,Y,Y,N,87,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,7
UNT,D,68,JR,0,White,b,Y,DK,Y,N,Y,78,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,7
UNT,C,78.1,SO,1,Asian Indian,a. Eng,Y,DK,Y,N,N,78,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,7
UNT,B,82.9,SO,1,White,a. Eng,Y,DK,Y,N,N,78,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,7
UNT,F,58.9,SR,1,White,a. Eng,N,N,N,N,Y,87,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7
UNT,C,72,SO,1,White,a. Sci,Y,N,Y,N,N,78,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,7
UNT,F,27.4,FR,1,Black,b+a. Eng,Y,N,N,N,N,87,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7
UNT,F,35.7,FR,1,White,a. Eng,Y,DK,Y,N,N,78,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7
UNT,B,79.7,FR,0,Asian,a. Eng,Y,N,Y,N,N,78,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,7
UNT,F,57.3,SO,1,Hisp,b+a. Eng,Y,N,Y,N,N,78,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7
UNT,C,78,JR,1,Hisp,a. Eng,Y,N,N,N,N,87,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,7
UNT,A,91.6,FR,0,Asian,a. Sci,Y,N,N,N,N,87,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,7
UTXW,A,94.5,FR,0,White,a. Sci,N,Y,Y,N,N,87,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,7
UTXW,C,67,FR,0,Hisp,b,Y,N,N,N,Y,78,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7
UTXW,A,92.7,SO,1,Hisp,b,Y,Y,Y,Y,N,78,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7
UTXW,C,68.1,FR,1,Black,b,Y,N,N,Y,N,78,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,7
UTXW,B,79.3,FR,0,White,b,N,Y,Y,N,N,78,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,7
UTXW,C,70.6,FR,0,Hisp,a. Sci,Y,Y,Y,N,N,78,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,7
UTXW,B,84.1,FR,0,White,a. Sci,Y,N,N,N,N,78,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,7
ACUP,B,83.2,FR,0,Asian,b,Y,N,N,N,N,87,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,8
ACUP,A,91.3,SO,1,White,a. Math,Y,DK,Y,N,N,87,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,8
ACUP,B,85.6,FR,0,White,b,Y,DK,Y,N,Y,78,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,8
ACUP,C,76.8,FR,1,Hisp,b,Y,N,Y,N,N,87,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,8
ACUP,C,71.1,FR,1,Black,a. Eng,Y,Y,N,N,N,87,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,8
TAMSA,F,46.2,SO,1,Hisp,b,Y,Y,Y,N,N,78,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,8
TAMSA,A,94,FR,0,Mixed,a. Sci,Y,N,N,N,N,87,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,8
TAMSA,W,NA,SO,1,Hisp,a. Sci,Y,DK,Y,N,Y,87,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,8
TAMSA,C,74,SO,0,Hisp,a. Sci,Y,N,N,N,Y,78,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,8
TAMU,C,70.7,FR,0,White,a. Sci,Y,N,Y,N,N,87,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,8
TAMU,B,85.7,FR,1,Hisp,a. Math,Y,DK,N,N,N,87,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,8
TAMU,C,68.2,FR,0,White,a. Sci,Y,DK,Y,N,N,87,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,8
TAMU,C,69.4,FR,1,"White, Asian",a. Sci,Y,DK,Y,N,N,87,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,8
TAMU,B,82.4,FR,0,"White,Hisp",a. Sci,Y,DK,Y,N,N,87,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,8
TAMU,A,89.3,FR,0,White,b,Y,Y,Y,N,N,78,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8
TAMU,B,88.7,FR,0,White,b,,Y,Y,N,N,78,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,8
TAMU,C,69.2,SO,0,Hisp,"SCI: c, b & b",Y,N,N,N,N,87,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,8
TAMU,A,94,FR,1,White,a. Sci,Y,DK,Y,N,N,87,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,8
TAMU,B,81.3,FR,0,White,a. Sci,Y,N,N,N,N,87,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,8
TAMU,C,71.8,FR,0,White,a. Sci,Y,DK,Y,N,Y,78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,8
TAMU,C,71.4,JR,0,Hisp,b,Y,N,Y,Y,Y,87,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,8
TAMU,W,NA,SO,0,Hisp,b,Y,N,N,N,N,87,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,8
TAMU,B,81.4,FR,0,White,a. Sci,Y,Y,Y,N,N,87,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,8
TAMU,D,67.2,SO,0,Hisp,b,Y,Y,N,N,N,78,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,8
TAMU,C,73.6,SO,0,"White,Hisp",b,Y,N,Y,N,N,87,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,8
TAMU,A,89.6,FR,0,Hisp,,Y,Y,Y,N,N,87,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,8
TAMU,W,NA,FR,0,"White,Hisp",b,Y,Y,Y,N,N,87,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,8
TAMU,C,77.9,FR,0,Hisp,c,Y,Y,Y,N,N,78,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,8
TAMU,B,80,FR,0,Hisp,b,Y,Y,Y,N,N,78,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,8
UNT,B,80.5,FR,1,Hisp,a. Eng,Y,N,N,Y,Y,87,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,8
UNT,B,87,SO,1,Hisp,a. Math,Y,N,N,N,Y,78,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,8
UNT,C,76.7,FR,1,White,b,Y,Y,Y,N,N,87,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8
UNT,B,83.8,JR,1,"White,Asian",a. Sci,Y,Y,Y,N,Y,87,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,8
UNT,W,NA,SO,0,White,a. Sci,Y,N,Y,N,Y,87,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,8
UNT,A,89.8,FR,1,White,b,Y,Y,Y,N,N,87,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8
UNT,F,39.7,PB,1,White,a. Sci,N,N,N,N,N,78,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,8
UNT,F,23.7,SO,0,White,a. Eng,Y,N,N,N,Y,78,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,8
UNT,A,92.2,SO,1,"Black,Hisp",a. Eng,Y,DK,Y,N,Y,78,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8
UNT,B,81.7,PB,0,White,c,Y,Y,Y,N,Y,78,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,8
UNT,C,76.9,FR,1,White,a. Eng,Y,N,Y,N,N,78,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,8
UNT,B,83.6,FR,0,White,b,Y,Y,Y,Y,N,87,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,8
UNT,F,26.3,SO,1,White,a. Sci,Y,Y,Y,N,Y,78,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,8
UNT,D,65,FR,0,Hisp,a. Sci,Y,N,N,Y,N,87,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,8
UNT,B,85.5,FR,1,Black,a. Eng,Y,Y,N,N,N,87,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,8
UNT,A,89.1,FR,0,Black,a. Sci,Y,Y,Y,N,N,87,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,8
UNT,A,95,SO,1,Hisp,a. Eng,N,Y,Y,N,N,87,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,8
UNT,D,65.4,FR,0,Asian,a. Sci,Y,N,N,N,Y,78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,8
UNT,D,64.4,FR,0,Asian,a. Sci,Y,DK,Y,N,N,78,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,8
UNT,B,85.4,FR,0,Hisp,c,N,N,N,N,N,78,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8
UTXW,A,86.7,FR,1,Hisp,b,Y,N,N,N,N,87,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,8
UTXW,A,89.7,FR,0,"White,Black",b,Y,N,N,N,N,78,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,8
UTXW,C,73.8,FR,0,Asian,b,Y,DK,DK,N,N,78,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,8
UTXW,B,85.3,FR,1,Hisp,b,Y,N,N,N,N,78,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,8
UTXW,A,98.9,FR,0,Hisp,b,Y,N,N,N,Y,87,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,8
UTXW,B,78.4,FR,0,Hisp,a. Sci,Y,N,N,N,N,78,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8
UTXW,C,72.5,FR,0,Hisp,b,Y,Y,Y,N,N,78,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8
UTXW,A,89.7,FR,1,Hisp,a. Sci,Y,N,Y,N,N,87,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,8
UTXW,B,82.6,FR,1,Hisp,a. Sci,Y,N,N,N,N,87,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,8
UTXW,C,73.2,FR,1,Hisp,c,Y,N,N,Y,N,87,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,8
ACUP,F,59.3,SO,1,White,a. Eng,Y,Y,Y,N,Y,78,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,9
ACUP,B,89.3,SR,1,White,a. Sci,Y,N,Y,N,Y,78,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,9
ACUP,A,91.9,SR,1,White,c,Y,Y,Y,N,Y,87,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,9
ACUP,C,78.6,FR,1,White,a. Eng,Y,N,N,N,N,87,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,9
ACUP,A,90.8,SO,1,White,b,Y,DK,Y,N,N,78,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,9
ACUP,B,85.4,FR,0,White,b,Y,Y,Y,N,N,87,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,9
ACUP,B,81.3,JR,1,White,a. Sci,Y,Y,Y,N,N,78,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,9
ACUP,C,72.4,SO,1,White,a. Eng,Y,Y,Y,N,N,78,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,9
ACUP,B,86,JR,0,Black,a. Sci,N,DK,Y,N,Y,78,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,9
ACUP,A,91.5,FR,1,White,b,Y,Y,Y,N,N,87,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9
TAMSA,B,81.1,PB,0,Asian,d,N,DK,Y,Y,N,78,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,9
TAMSA,C,72,JR,0,White,b,N,DK,N,N,Y,78,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,9
TAMSA,A,90,JR,0,Hisp,b,Y,N,N,n,Y,78,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,9
TAMU,C,73.8,FR,0,Hisp,b,N,Y,Y,N,N,87,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,9
TAMU,C,71.8,FR,0,White,a. Sci,Y,Y,Y,N,N,87,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,9
TAMU,B,80.3,FR,1,White,a. Sci,Y,Y,Y,N,N,87,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,9
TAMU,A,96.2,SO,1,White,a. Sci,Y,Y,Y,N,N,78,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,9
TAMU,C,69.9,FR,0,Hisp,a. Sci,Y,Y,Y,N,N,78,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,9
TAMU,B,88.5,FR,0,White,b,Y,Y,Y,N,N,87,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,9
TAMU,B,85.8,FR,0,White,b,Y,N,N,N,N,78,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,9
TAMU,B,82.2,SO,0,White,b,Y,DK,Y,Y,N,78,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9
TAMU,B,85.5,FR,0,White,b,Y,N,Y,N,N,78,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,9
TAMU,B,81.7,FR,0,White,b,Y,N,Y,N,Y,87,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,9
TAMU,B,88.8,SO,0,White,b,Y,Y,Y,N,N,87,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,9
TAMU,B,81.7,FR,0,White,a. Sci,Y,Y,Y,N,N,78,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9
TAMU,C,77.1,FR,0,White,a. Sci,Y,N,Y,N,N,78,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,9
TAMU,D,66.9,FR,0,Hisp,a. Sci,Y,N,N,N,N,78,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,9
TAMU,B,82.7,FR,0,White,STEM,Y,DK,Y,N,N,87,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,9
TAMU,B,86.2,FR,0,Asian,a. Eng,Y,Y,Y,N,N,78,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,9
TAMU,A,91,SO,0,White,b,Y,Y,Y,N,N,78,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,9
TAMU,B,85.1,FR,1,White,a. Sci,Y,Y,Y,N,N,78,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9
TAMU,D,60.3,FR,0,Hisp,b,Y,N,N,N,N,78,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,9
TAMU,D,58.2,FR,1,White,a. Sci,Y,N,Y,N,N,87,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9
TAMU,C,76,SO,0,White,b,Y,N,Y,N,N,78,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,9
TAMU,D,66.8,FR,0,"White,Hisp",c,,N,N,N,N,87,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,9
TAMU,B,80,FR,0,White,b,Y,N,Y,N,N,87,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,9
TAMU,B,87.2,FR,0,Hisp,a. Sci,Y,Y,N,N,N,87,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,9
TAMU,B,79.2,FR,0,Mixed,a. Sci,Y,Y,Y,N,N,78,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,9
TSU,B,83.6,SO,0,White,c,Y,Y,Y,N,N,87,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,9
TSU,D,60,SO,1,White,a. Sci,Y,Y,Y,N,Y,78,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,9
