school,letter,course,class,gender,ethnic,major,tx_hs,grands,parents,emp_on,emp_off,version,MQ1,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ10,MQ11,MQ12,MQ13,MQ14,MQ15,MQ16,MQ17,MQ18,MQ19,MQ20,must
TSU,D,61.9,FR,1,,a. Sci,Y,,,,,78,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,9
TSU,B,80.1,FR,0,Hisp,a. Eng,N,DK,Y,N,N,78,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,9
TSU,D,64.9,JR,0,Hisp,d,Y,Y,Y,N,Y,78,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,9
UNT,C,76.6,FR,1,Arab,a. Eng,N,DK,Y,N,N,87,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,9
UNT,C,77.5,SO,1,Hisp,a. Eng,Y,N,N,N,Y,78,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,9
UNT,C,76.4,FR,0,Hisp,a. Sci,Y,N,N,N,N,78,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,9
UNT,F,19.2,FR,1,Hisp,a. Eng,Y,N,N,N,Y,87,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,9
UNT,D,66.1,FR,0,"White,Hisp",c,Y,N,Y,N,Y,87,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,9
UNT,C,77.3,SO,0,White,a. Sci,N,N,N,N,N,78,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,9
UNT,C,77.3,SR,0,White,c,Y,Y,Y,N,N,78,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,9
UNT,B,79.8,FR,1,White,a. Eng,Y,Y,Y,N,N,78,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,9
UNT,A,90.1,FR,0,Asian,a. Eng,Y,N,Y,N,N,78,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,9
UNT,D,62.2,FR,0,"White,Hisp",a. Sci,Y,N,Y,N,N,87,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,9
UNT,D,68.5,FR,1,White,a. Tech,Y,Y,Y,N,N,78,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,9
UNT,B,85.9,JR,1,White,b,Y,N,N,N,N,87,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,9
UNT,A,95.4,FR,0,White,a. Eng,N,Y,Y,N,Y,78,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,9
UNT,C,76.6,SR,0,Asian,a. Eng,N,N,Y,N,Y,87,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9
UNT,A,96.2,PB,0,White,Other,Y,N,Y,Y,N,87,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,9
UNT,F,56.8,SO,1,Hisp,b+a. Eng,Y,N,N,N,N,78,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,9
UNT,D,61.9,SO,0,White,c,Y,Y,Y,N,N,78,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,9
UNT,C,74.9,FR,1,Hisp,a. Sci,Y,N,N,N,Y,87,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,9
UNT,B,83.4,FR,1,Black,a. Sci,Y,Y,Y,N,N,87,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,9
UNT,C,68.2,FR,1,Hisp,a. Eng,Y,N,N,N,N,78,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,9
UNT,C,76.8,JR,1,Hisp,a. Eng,Y,N,N,N,N,78,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,9
UNT,B,83.5,FR,0,Asian,a. Sci,Y,N,Y,N,Y,78,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,9
UTXW,C,73.3,FR,0,Black,b,Y,Y,N,N,N,87,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,9
UTXW,A,93.6,FR,1,Hisp,b,Y,DK,Y,N,N,87,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,9
UTXW,A,87.9,FR,1,Hisp,b,Y,N,N,N,N,78,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,9
UTXW,A,87.6,FR,0,Black,b,Y,DK,Y,N,N,87,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,9
UTXW,B,81.3,FR,1,White,b,Y,N,Y,N,N,78,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,9
UTXW,C,69.4,FR,1,Hisp,c,Y,N,Y,N,N,87,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,9
UTXW,A,99.1,FR,0,White,a. Sci,Y,N,Y,N,N,78,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,9
UTXW,C,72.7,FR,0,Black,b,Y,N,Y,N,Y,78,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,9
UTXW,C,74.5,FR,0,Asian,a. Eng,Y,N,Y,N,N,78,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,9
UTXW,C,73.8,FR,1,White,d,Y,Y,N,N,N,78,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,9
UTXW,A,95.1,FR,1,Hisp,b,Y,N,Y,N,N,78,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9
UTXW,A,97.1,FR,0,Hisp,b,Y,Y,Y,N,N,87,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,9
UTXW,A,92.5,FR,0,Hisp,b,Y,N,N,N,N,78,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,9
UTXW,B,80,FR,1,Hisp,a. Eng,Y,N,Y,N,N,78,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,9
ACUP,A,89.5,FR,0,Hisp,a. Sci,Y,N,N,N,N,87,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,10
ACUP,B,86.6,FR,0,Hisp,b,Y,N,Y,N,N,78,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,10
ACUP,B,80.9,SO,1,Hisp,b,Y,N,N,N,Y,87,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,10
ACUP,A,90.1,SR,0,White,d,Y,Y,Y,N,N,87,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10
ACUP,B,85.1,SO,0,White,b,Y,Y,Y,N,N,78,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,10
TAMSA,C,70,SO,0,Hisp,b,Y,DK,N,Y,N,78,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,10
TAMU,A,94.5,FR,0,White,a. Sci,Y,Y,Y,N,N,78,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,10
TAMU,A,89.5,FR,0,White,a. Sci,Y,Y,Y,N,N,87,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,10
TAMU,B,88.3,FR,1,White,b,Y,Y,Y,N,N,78,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,10
TAMU,A,89,FR,0,White,b,Y,Y,Y,N,N,78,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,10
TAMU,B,88.1,FR,1,White,b,Y,DK,Y,N,N,87,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,10
TAMU,D,65.7,FR,0,Hisp,b,Y,N,Y,N,N,78,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,10
TAMU,F,41.9,FR,0,Hisp,a. Sci,Y,N,N,Y,N,87,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,10
TAMU,B,85,FR,0,Hisp,b,Y,N,N,Y,N,87,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,10
TAMU,C,73.4,FR,0,White,b,Y,Y,Y,N,N,78,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,10
TAMU,C,77.5,FR,1,White,b,Y,Y,Y,N,N,87,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,10
TAMU,D,64.2,FR,0,White,a. Sci,Y,N,N,N,N,78,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,10
TAMU,B,84.7,SO,0,White,a. Sci,Y,Y,Y,N,N,87,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,10
TAMU,A,93.3,SO,1,White,b,Y,Y,Y,N,N,87,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,10
TAMU,A,98.9,FR,0,White,a. Sci,Y,Y,,N,N,87,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,10
TAMU,B,85.6,FR,0,Hisp,b,Y,N,N,N,Y,87,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,10
TAMU,C,70.6,FR,0,White,a. Sci,Y,N,Y,Y,Y,87,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,10
TAMU,C,74.2,SO,0,White,a. Sci,Y,N,Y,N,N,78,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,10
TAMU,B,79.5,FR,0,Hisp,a. Math,Y,N,N,N,Y,87,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10
TAMU,D,66.6,FR,,"White,Black",a. Sci,Y,N,Y,N,N,87,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,10
TAMU,A,92,FR,0,White,b,Y,Y,Y,N,N,78,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,10
TAMU,C,69.9,JR,0,Hisp,a. Sci,Y,N,N,N,N,87,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,10
TAMU,B,88.8,FR,1,Asian,b,Y,DK,N,N,N,87,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,10
TAMU,B,87.3,FR,0,White,b,Y,Y,Y,N,N,87,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,10
TAMU,D,58.2,SO,0,Hisp,a. Sci,Y,Y,N,N,N,87,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10
TAMU,C,71.6,FR,0,Hisp,b,Y,N,N,Y,N,87,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,10
TAMU,B,82.7,FR,1,Hisp,STEM,Y,Y,Y,N,N,78,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,10
TAMU,D,66,FR,1,"Hisp,White",b,Y,N,N,N,N,87,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,10
TAMU,D,67.1,FR,0,White,c,Y,Y,Y,N,N,87,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,10
TAMU,B,83.6,FR,0,"White,Asian",a. Sci,Y,Y,Y,N,N,78,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,10
TAMU,C,77.2,SO,0,White,STEM,Y,Y,Y,N,N,78,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,10
TAMU,D,65.2,FR,0,Hisp,b,Y,N,N,N,N,78,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10
TAMU,C,78.7,SO,0,"White,Asian",b,Y,Y,Y,N,Y,87,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,10
TAMU,B,83.2,SO,0,White,b,Y,Y,Y,N,N,87,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,10
TAMU,C,69,FR,1,White,c,Y,Y,Y,N,N,78,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,10
TAMU,B,87.9,SO,1,"Asian,White",b,Y,Y,Y,N,N,87,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,10
TSU,A,88.9,FR,0,"White,Hisp",b,Y,Y,Y,N,Y,78,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,10
TSU,C,75.9,FR,0,White,b,Y,Y,Y,N,Y,78,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10
TSU,D,60.3,JR,1,White,c,Y,N,N,N,Y,78,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,10
UNT,D,63,FR,1,Black,b,Y,N,Y,N,N,78,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,10
UNT,C,76.3,FR,1,Hisp,b,Y,DK,Y,N,Y,78,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,10
UNT,W,NA,SO,0,White,a. Eng,Y,Y,Y,N,N,87,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,10
UNT,B,80.8,JR,1,Arab,a. Eng,Y,N,N,N,Y,78,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,10
UNT,B,86.8,JR,1,"Hisp,Black",b,Y,DK,Y,N,Y,78,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,10
UNT,B,87.6,SR,1,Hisp,a. Tech,Y,N,N,N,Y,78,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,10
UNT,D,59.1,FR,1,White,b,Y,Y,Y,Y,N,87,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10
UNT,C,77.3,FR,1,Hisp,b,Y,N,N,N,Y,78,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,10
UNT,B,85.6,SO,0,White,a. Sci,Y,Y,Y,Y,N,87,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,10
UNT,A,89.8,FR,0,White,a. Sci,Y,Y,Y,N,N,78,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,10
UNT,C,72.7,FR,0,Black,d,N,Y,Y,N,Y,87,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,10
UNT,B,85.3,SR,0,White,b,N,N,Y,N,N,78,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,10
UNT,F,47.1,SO,0,Asian Indian,a. Sci,Y,DK,Y,N,N,87,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,10
UNT,F,58.6,SO,1,Hisp,a. Eng,Y,N,N,N,Y,87,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,10
UNT,B,79.3,JR,1,White,a. Eng,Y,N,Y,N,Y,78,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,10
UNT,F,26.9,FR,1,Hisp,a. Eng,Y,N,N,N,N,87,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,10
UNT,D,62.5,FR,1,Hisp,b,Y,N,N,N,N,87,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,10
UNT,D,62.7,SO,1,White,a. Sci,Y,N,N,N,Y,87,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,10
UTXW,C,74.7,FR,1,White,b,N,Y,Y,N,N,78,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10
UTXW,B,84.5,FR,1,Hisp,b,Y,N,N,N,N,87,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,10
UTXW,A,91.8,FR,0,White,a. Sci,Y,Y,Y,N,N,87,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,10
UTXW,C,72.9,FR,1,Hisp, ,Y,N,N,N,Y,78,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,10
UTXW,A,95.4,FR,0,Asian,b,Y,N,N,N,N,87,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,10
UTXW,B,85.1,FR,0,Black,b,Y,N, ,N,N,78,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,10
UTXW,A,89.5,FR,1,Hisp,a. Eng,Y,N,N,N,N,78,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,10
UTXW,B,80.9,FR,0,White,a. Sci,Y,Y,Y,N,N,87,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,10
UTXW,D,60,FR,0,Asian,a. Eng,Y,N,N,N,N,78,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,10
UTXW,C,74.5,FR,0,Hisp,b,Y,N,N,N,N,78,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,10
UTXW,B,84.4,FR,1,Hisp,a. Eng,Y,Y,Y,N,N,78,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,10
UTXW,A,102.8,FR,1,White,b,Y,Y,Y,N,N,87,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,10
UTXW,C,68.4,FR,0,Hisp,b,Y,Y,Y,Y,,87,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,10
UTXW,A,101.2,FR,0,White,b,Y,Y,N,N,N,78,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,10
ACUP,B,81.2,SO,0,White,b,Y,Y,Y,N,N,78,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,11
ACUP,D,66.9,FR,1,White,a. Sci,Y,N,N,N,N,87,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,11
ACUP,B,89.4,SR,1,Hisp,a. Sci,N,Y,Y,N,Y,78,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,11
ACUP,B,83.4,FR,0,Black,b,Y,Y,Y,N,N,87,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,11
ACUP,C,76,SO,1,White,a. Eng,Y,Y,Y,Y,Y,87,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,11
ACUP,A,91.6,FR,0,White,b,Y,Y,Y,N,N,87,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,11
ACUP,A,93.8,FR,0,White,b,Y,DK,Y,N,N,78,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,11
ACUP,C,76.8,SO,1,White,a. Eng,N,Y,Y,N,N,78,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,11
ACUP,A,94.5,FR,0,White,b,Y,Y,Y,N,N,78,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,11
ACUP,B,88.6,FR,0,White,b,Y,Y,Y,N,N,87,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,11
TAMU,D,66.7,FR,0,Hisp,STEM & b,Y,N,N,N,N,87,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,11
TAMU,B,79.2,SO,0,White,a. Sci,Y,DK,N,N,N,78,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,11
TAMU,D,66.6,FR,0,White,b,Y,Y,Y,N,N,78,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,11
TAMU,B,79.3,FR,1,White,c,Y,Y,Y,N,N,78,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,11
TAMU,A,96.7,FR,0,White,b,Y,Y,Y,N,N,87,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,11
TAMU,A,99.2,FR,0,White,b,Y,DK,Y,N,N,78,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,11
TAMU,B,84.4,FR,0,White,b,Y,Y,Y,Y,N,87,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,11
TAMU,B,83.1,FR,0,White,a. Sci,Y,Y,Y,N,N,87,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11
TAMU,C,73.3,FR,0,White,a. Sci,Y,Y,Y,N,N,78,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,11
TAMU,B,87.6,SO,1,White,c,Y,N,Y,Y,Y,87,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,11
TAMU,B,80.3,FR,1,White,a. Sci,Y,Y,Y,N,N,87,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,11
TAMU,A,90.2,SO,0,"White, NA",b,Y,N,Y,N,N,78,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,11
TAMU,C,78.2,FR,0,Hisp,b,N,N,Y,N,N,87,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,11
TAMU,A,91.9,SO,0,"White,Hisp",b,Y,N,Y,N,N,87,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,11
TAMU,C,70.8,FR,0,White,c,Y,Y,Y,N,N,87,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,11
TAMU,B,87.6,FR,0,White,a. Sci,Y,DK,Y,N,Y,78,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,11
TAMU,C,73.9,FR,0,White,,Y,Y,Y,N,N,78,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,11
TAMU,B,79.2,FR,0,White,b,Y,Y,Y,N,N,87,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,11
TAMU,B,86.8,FR,1,White,b,Y,Y,Y,N,N,87,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,11
TAMU,A,92.2,FR,1,White,b,Y,DK,Y,N,N,87,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,11
TAMU,C,69.4,FR,0,White,b,Y,N,Y,N,N,87,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11
TAMU,B,84.9,SO,0,White,b,Y,Y,Y,Y,N,87,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11
TAMU,F,52.1,FR,0,White,a. Sci,Y,DK,Y,N,N,87,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,11
TAMU,B,82.7,FR,0,Black,b,Y,Y,Y,N,N,87,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,11
TAMU,B,84.1,FR,,White,b,Y,Y,Y,N,N,78,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,11
TAMU,B,87.5,FR,1,White,a. Sci,Y,Y,Y,N,N,87,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,11
TAMU,C,73.3,SO,0,White,b,Y,N,Y,N,N,87,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,11
TAMU,D,64.3,SO,0,Hisp,a. Sci,Y,N,N,N,N,78,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11
TAMU,B,85,FR,1,Hisp,b,Y,Y,Y,N,N,87,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,11
TAMU,W,NA,FR,,White,STEM,Y,Y,Y,N,N,87,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,11
TAMU,B,84.8,FR,0,White,a. Sci,Y,Y,Y,N,N,78,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,11
TAMU,B,79.2,FR,0,Asian,a. Sci,Y,N,Y,N,N,87,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,11
TAMU,A,94.9,FR,1,Hisp,a. Eng,Y,DK,Y,N,N,87,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,11
TAMU,C,71.7,FR,0,White,b,Y,Y,N,N,N,87,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,11
TAMU,C,76.6,FR,0,White,"a. Sci, Tech",Y,Y,Y,N,N,87,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11
TAMU,C,69.8,FR,0,White,a. Sci,Y,Y,Y,N,N,87,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,11
TAMU,B,88.3,FR,1,Hisp,b,Y,N,Y,N,N,78,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11
TAMU,C,76.8,FR,1,PI,b,Y,N,N,N,N,78,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,11
TAMU,B,87.7,SO,1,Arab,b,Y,Y,Y,N,Y,87,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,11
UNT,A,92.4,FR,1,Hisp,a. Eng,Y,N,N,Y,N,87,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,11
UNT,C,78.9,SO,1,Asian,b,Y,N,N,N,Y,87,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,11
UNT,F,14.6,FR,0,White,a. Sci,Y,N,N,N,Y,87,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,11
